,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
369,obidos,68,BR,1651939373,69,-1.9175,-55.5181,85.3,4.97
370,petropavlovsk-kamchatskiy,86,RU,1651939373,80,53.0452,158.6483,42.04,12.73
371,bereda,79,ES,1651939373,38,43.2686,-7.5406,76.41,6.73
372,san luis,1,AR,1651939301,27,-33.295,-66.3356,74.89,15.68
373,tanhacu,97,BR,1651939374,34,-14.0214,-41.2481,88.66,7.29
374,kokstad,45,ZA,1651939374,89,-30.5472,29.4241,53.64,3.69
375,tabou,87,CI,1651939375,71,4.423,-7.3528,84.42,8.03
376,urbano santos,58,BR,1651939375,59,-3.2078,-43.4036,88.52,5.23
377,san patricio,8,US,1651939376,49,28.017,-97.5169,87.66,11.5
378,hami,1,CN,1651939376,26,42.8,93.45,75.51,1.99
379,panjakent,92,TJ,1651939377,60,39.4952,67.6093,71.13,1.92
380,berlevag,9,NO,1651939377,79,70.8578,29.0864,40.8,26.26
381,dubai,0,AE,1651939259,59,25.2582,55.3047,85.03,10.36
382,sola,2,VU,1651939323,66,-13.8833,167.55,81.52,18.12
383,bathsheba,83,BB,1651939378,67,13.2167,-59.5167,82.74,13.58
384,cidreira,6,BR,1651939378,63,-30.1811,-50.2056,66.79,4.76
385,lokosovo,16,RU,1651939379,92,61.1333,74.8167,14.79,4.45
386,smithers,20,CA,1651939379,62,54.7804,-127.1743,43.72,2.86
387,boksitogorsk,28,RU,1651939379,74,59.474,33.8485,61.61,10.65
388,meulaboh,100,ID,1651939380,89,4.1363,96.1285,76.78,3.76
389,emba,100,KZ,1651939380,31,48.8264,58.1442,53.42,21.23
390,catuday,33,PH,1651939381,77,16.2923,119.8062,81.82,5.39
391,sabha,56,LY,1651939381,14,27.0377,14.4283,89.51,9.13
392,dom pedrito,1,BR,1651939382,58,-30.9828,-54.6731,68.09,3.78
393,caravelas,45,BR,1651939382,88,-17.7125,-39.2481,77.49,11.21
394,grand gaube,9,MU,1651939383,71,-20.0064,57.6608,78.39,5.99
395,chute-aux-outardes,1,CA,1651939383,43,49.1168,-68.399,40.44,4.23
396,yamada,100,JP,1651939384,98,39.4667,141.95,54.52,8.63
397,kyshtovka,99,RU,1651939384,38,56.555,76.6271,35.37,5.66
398,jacareacanga,84,BR,1651939385,61,-6.2222,-57.7528,88.12,3.76
399,namatanai,39,PG,1651939385,83,-3.6667,152.4333,79.48,8.7
400,hobyo,61,SO,1651939333,81,5.3505,48.5268,83.55,19.51
401,arona,0,ES,1651939386,62,28.0996,-16.681,70.32,20.71
402,agadir,39,MA,1651939220,23,30.4202,-9.5982,93.65,14.41
403,bembereke,100,BJ,1651939386,33,10.2283,2.6634,91.74,4.14
404,tabalosos,10,PE,1651939387,80,-6.35,-76.6833,73.35,2.71
405,mount isa,0,AU,1651939261,36,-20.7333,139.5,62.37,8.05
406,shubarshi,100,KZ,1651939387,31,48.5872,57.1869,55.35,20.2
407,tetela de ocampo,15,MX,1651939388,31,19.8167,-97.8,81.25,2.68
408,victor harbor,17,AU,1651939388,91,-35.5667,138.6167,54.0,3.49
409,san andres,90,CO,1651939389,81,12.5847,-81.7006,81.81,11.14
410,mercedes,0,AR,1651939389,47,-34.6515,-59.4307,73.04,10.38
411,kota tinggi,100,MY,1651939390,92,1.7381,103.8999,80.55,2.33
412,rinconada,11,MX,1651939390,40,19.35,-96.5167,90.25,3.6
413,jos,98,NG,1651939390,39,9.9167,8.9,85.48,6.96
414,itirapina,8,BR,1651939391,57,-22.2528,-47.8228,72.32,6.46
415,sao felix do xingu,11,BR,1651939391,52,-6.6447,-51.995,89.26,4.52
416,uncia,5,BO,1651939392,36,-18.467,-66.5685,53.74,5.14
417,koslan,64,RU,1651939392,71,63.4564,48.8989,51.44,9.37
418,san carlos de bariloche,94,AR,1651939345,67,-41.1456,-71.3082,56.55,8.3
419,tagusao,49,PH,1651939393,84,9.1924,117.8141,81.01,4.9
420,henderson,0,US,1651939371,26,36.0397,-114.9819,84.65,21.85
421,weihai,97,CN,1651939393,58,37.5017,122.1136,51.94,6.06
422,okhotsk,11,RU,1651939394,75,59.3833,143.3,32.31,7.63
423,sao jose da coroa grande,37,BR,1651939394,77,-8.8978,-35.1478,81.03,9.64
424,westport,100,US,1651939395,85,41.1415,-73.3579,52.47,17.27
425,turukhansk,100,RU,1651939395,88,65.8167,87.9833,18.64,23.38
426,villarrica,48,PY,1651939396,49,-25.75,-56.4333,74.32,2.1
427,badou,96,TG,1651939396,69,7.5833,0.6,81.32,3.89
428,ambilobe,17,MG,1651939396,78,-13.2,49.05,76.91,5.14
429,ondjiva,6,AO,1651939397,26,-17.0667,15.7333,79.23,3.8
430,eyl,38,SO,1651939397,75,7.9803,49.8164,84.49,17.6
431,raudeberg,55,NO,1651939310,61,61.9875,5.1352,44.96,6.91
432,tosno,33,RU,1651939398,71,59.54,30.8775,62.71,10.11
433,margate,17,GB,1651939310,85,51.3813,1.3862,60.31,5.99
434,lixourion,40,GR,1651939398,77,38.2019,20.4314,68.0,0.0
435,savinka,86,RU,1651939399,51,50.0785,47.0994,51.06,9.75
436,uspenka,62,UA,1651939399,51,48.3903,39.1619,54.1,6.62
437,campbell river,59,CA,1651939223,68,50.0163,-125.2446,48.45,5.82
438,poronaysk,100,RU,1651939400,100,49.2167,143.1167,32.63,16.46
439,tres arroyos,77,AR,1651939400,41,-38.3739,-60.2798,72.36,16.98
440,southbridge,100,US,1651939401,54,42.0751,-72.0334,52.63,14.0
441,saint-louis,4,SN,1651939401,8,16.3333,-15.0,109.96,12.75
442,erenhot,77,CN,1651939402,23,43.6475,111.9767,49.05,10.69
443,beruwala,82,LK,1651939402,85,6.4788,79.9828,81.97,5.99
444,gayny,48,RU,1651939403,65,60.3071,54.3241,49.3,5.59
445,boa vista,75,BR,1651939124,88,2.8197,-60.6733,76.98,3.44
446,aklavik,100,CA,1651939403,86,68.2191,-135.0107,30.45,7.52
447,luderitz,0,NA,1651939404,60,-26.6481,15.1594,62.06,26.69
448,luoyang,75,CN,1651939404,41,34.6836,112.4536,60.24,11.21
449,whitehorse,100,CA,1651939216,92,60.7161,-135.0538,34.81,2.3
450,port lincoln,10,AU,1651939405,79,-34.7333,135.8667,56.23,2.26
451,kiunga,96,PG,1651939400,100,-6.1219,141.2906,74.8,2.75
452,angoche,78,MZ,1651939322,79,-16.2325,39.9086,75.15,7.76
453,chunskiy,100,RU,1651939405,37,56.0815,99.6342,48.43,14.65
454,pombas,75,CV,1651939406,77,17.1503,-25.0201,74.98,13.44
455,minab,3,IR,1651939406,37,27.1467,57.0801,88.03,3.09
456,huarmey,6,PE,1651939407,77,-10.0681,-78.1522,70.3,10.0
457,leninsk,91,RU,1651939407,39,48.7119,45.1994,55.98,13.85
458,taikang,1,CN,1651939407,52,46.8333,124.4167,47.75,6.87
459,salvador,25,SV,1651939408,57,13.8333,-88.9167,83.05,1.45
460,kyra,9,RU,1651939408,69,49.5776,111.9753,39.96,4.36
461,zelenets,44,RU,1651939409,61,61.8849,50.7489,61.05,7.16
462,lanxi,100,CN,1651939409,88,29.2195,119.477,67.33,4.45
463,lavrentiya,91,RU,1651939373,99,65.5833,-171.0,18.59,3.87
464,san joaquin,0,US,1651939410,57,37.9333,-121.3011,63.54,16.11
465,ndioum,5,SN,1651939410,8,16.5129,-14.6471,110.39,11.5
466,oyama,100,JP,1651939365,84,36.3,139.8,67.59,3.98
467,sangmelima,100,CM,1651939411,94,2.9333,11.9833,74.52,2.28
468,el tigre,100,VE,1651939411,59,8.8875,-64.2454,82.42,8.28
469,mira,20,IT,1651939412,74,45.4358,12.1348,67.08,5.75
470,bilibino,93,RU,1651939412,96,68.0546,166.4372,20.1,2.66
471,kurilsk,93,RU,1651939413,93,45.2333,147.8833,47.77,22.24
472,plettenberg,100,DE,1651939413,65,51.2167,7.8833,66.4,5.14
473,bafq,100,IR,1651939414,26,31.6128,55.4107,80.44,12.46
474,arlit,100,NE,1651939370,9,18.7369,7.3853,104.81,15.52
475,shenzhen,99,CN,1651939414,89,22.5455,114.0683,77.27,4.09
476,carnaiba,53,BR,1651939414,35,-8.7,-37.6667,90.16,11.81
477,faanui,14,PF,1651939332,77,-16.4833,-151.75,80.96,6.17
478,bonthe,88,SL,1651939375,70,7.5264,-12.505,85.23,11.3
479,puerto guzman,24,CO,1651939415,70,0.9703,-76.5858,82.2,3.76
480,michigan city,0,US,1651939416,49,41.7075,-86.895,63.12,9.22
481,bambous virieux,75,MU,1651939416,88,-20.3428,57.7575,78.22,14.97
482,vinh long,92,VN,1651939417,86,10.25,105.9667,80.58,8.23
483,broken hill,0,AU,1651939417,50,-31.95,141.4333,51.91,4.29
484,vallenar,33,CL,1651939417,50,-28.5708,-70.7581,70.3,5.55
485,dunedin,100,NZ,1651939308,57,-45.8742,170.5036,61.81,5.73
486,payo,100,ID,1651939418,99,-3.7508,103.6372,74.88,3.33
487,mwanza,16,TZ,1651939272,71,-2.5167,32.9,72.77,5.82
488,tanout,100,NE,1651939419,15,14.9709,8.8879,102.88,1.63
489,vila franca do campo,95,PT,1651939341,89,37.7167,-25.4333,68.41,2.89
490,turan,40,VN,1651939419,89,16.0678,108.2208,78.78,1.14
491,kharan,7,PK,1651939419,9,28.5833,65.4167,94.3,3.44
492,yurla,48,RU,1651939420,64,59.3259,54.3223,49.03,6.58
493,port blair,100,IN,1651939372,94,11.6667,92.75,77.4,9.82
494,umm lajj,1,SA,1651939421,53,25.0213,37.2685,78.75,16.06
495,rudsar,99,IR,1651939421,92,37.1376,50.288,60.03,3.15
496,susanino,78,RU,1651939421,57,58.1461,41.5872,55.08,10.4
497,farmington,0,US,1651939324,20,36.7281,-108.2187,73.2,10.36
498,anadyr,94,RU,1651939273,93,64.75,177.4833,19.72,5.35
499,jak,100,HU,1651939422,76,47.1425,16.5815,61.14,7.0
500,shasta lake,77,US,1651939424,49,40.6804,-122.3708,60.76,0.98
501,alghero,40,IT,1651939425,60,40.5589,8.3181,69.98,8.05
502,araouane,0,ML,1651939425,9,18.9048,-3.5265,105.78,12.8
503,alyangula,59,AU,1651939425,74,-13.8483,136.4192,79.41,13.6
504,boundiali,61,CI,1651939426,62,9.5217,-6.4869,81.09,8.37
505,provideniya,99,RU,1651939394,95,64.3833,-173.3,30.42,7.63
506,saint-georges,84,GD,1651939426,75,12.0564,-61.7485,81.3,15.37
507,vardo,21,NO,1651939427,73,70.3705,31.1107,40.55,17.98
508,araucaria,3,BR,1651939427,50,-25.5931,-49.4103,66.43,4.41
509,ramanuj ganj,1,IN,1651939428,29,23.8,83.7,82.51,0.94
510,zhezkazgan,8,KZ,1651939428,34,47.8043,67.7144,55.69,19.93
511,zhangjiakou,100,CN,1651939429,82,40.81,114.8794,41.97,6.26
512,henties bay,0,NA,1651939311,83,-22.116,14.2845,59.56,17.81
513,peniche,97,PT,1651939429,70,39.3558,-9.3811,78.08,9.73
514,atambua,36,ID,1651939320,89,-9.1061,124.8925,73.45,6.42
515,cabra,6,ES,1651939430,25,37.4725,-4.4421,77.81,5.41
516,misratah,14,LY,1651939430,61,32.3754,15.0925,67.86,12.17
517,la asuncion,89,VE,1651939431,74,11.0333,-63.8628,81.81,11.9
518,manaus,75,BR,1651939431,89,-3.1019,-60.025,81.09,4.61
519,lamu,87,KE,1651939431,80,-2.2717,40.902,80.82,16.15
520,kralendijk,100,BQ,1651939429,82,12.15,-68.2667,79.84,17.65
521,kabanjahe,100,ID,1651939432,93,3.1001,98.4908,63.91,4.81
522,kautokeino,100,NO,1651939432,62,69.0125,23.0412,34.48,24.02
523,nhulunbuy,40,AU,1651939433,78,-12.2333,136.7667,81.21,13.8
524,dakar,11,SN,1651939433,77,14.6937,-17.4441,92.28,17.36
525,erzin,52,TR,1651939434,66,36.9559,36.2,62.02,8.16
526,leh,71,IN,1651939357,39,34.1667,77.5833,50.23,6.04
527,avera,40,US,1651939317,49,33.194,-82.5271,68.05,16.69
528,nandikotkur,80,IN,1651939434,27,15.8667,78.2667,94.8,10.83
529,pundaguitan,81,PH,1651939435,80,6.3711,126.1689,81.88,14.27
530,igarka,100,RU,1651939435,79,67.4667,86.5833,13.01,24.72
531,mancio lima,100,BR,1651939436,63,-7.6142,-72.8958,82.44,4.27
532,byron bay,100,AU,1651939170,93,-28.65,153.6167,62.94,9.35
533,kyren,1,RU,1651939436,35,51.6828,102.1408,53.11,2.35
534,plouzane,0,FR,1651939437,59,48.3833,-4.6167,66.25,11.5
535,chai badan,100,TH,1651939437,79,15.2,101.1333,81.95,2.01
536,westerland,20,DE,1651939407,66,54.9079,8.3033,54.01,19.57
537,oktyabrskiy,60,RU,1651939438,54,54.4815,53.471,49.89,1.12
538,glamoc,99,BA,1651939438,84,44.0458,16.8486,53.74,3.09
539,krasnokamensk,60,RU,1651939438,31,50.0979,118.0369,48.49,10.85
540,puerto del rosario,0,ES,1651939439,68,28.5004,-13.8627,73.15,14.97
541,imbituba,35,BR,1651939378,57,-28.24,-48.6703,68.86,3.91
542,pochutla,99,MX,1651939440,36,15.7432,-96.4661,91.81,4.81
543,koupela,66,BF,1651939440,20,12.1794,-0.3517,103.87,8.19
544,innisfail,98,AU,1651939440,93,-17.5333,146.0333,74.52,3.13
545,show low,0,US,1651939400,13,34.2542,-110.0298,69.66,27.63
546,srandakan,35,ID,1651939441,90,-7.9386,110.2506,78.4,3.42
547,beringovskiy,100,RU,1651939441,92,63.05,179.3167,23.86,5.93
548,ilinskiy,0,RU,1651939445,25,55.619,38.1182,64.78,11.18
549,flin flon,97,CA,1651939445,68,54.7682,-101.865,57.9,8.46
550,kotelnich,51,RU,1651939446,51,58.3089,48.348,53.85,9.62
551,jaque,54,PA,1651939446,71,7.5175,-78.1703,84.27,6.02
552,finschhafen,44,PG,1651939447,78,-6.6024,147.8681,80.47,7.34
553,lichuan,97,CN,1651939447,93,30.3,108.85,56.86,4.74
554,la sarre,100,CA,1651939448,36,48.8002,-79.1996,47.91,4.63
555,kahta,97,TR,1651939448,58,37.7855,38.6237,61.97,5.53
556,dinagat,100,PH,1651939448,82,9.9561,125.5933,82.42,13.06
557,upernavik,3,GL,1651939425,65,72.7868,-56.1549,18.72,5.64
558,taoudenni,1,ML,1651939449,7,22.6783,-3.9836,102.2,9.46
559,portsmouth,79,GB,1651939328,71,50.799,-1.0913,65.35,5.01
560,komsomolskiy,0,UZ,1651939450,31,40.4272,71.7189,79.52,2.3
561,cananea,0,MX,1651939450,11,30.95,-110.3,74.52,11.18
562,flinders,0,AU,1651939445,58,-34.5833,150.8552,58.17,11.01
563,ahipara,73,NZ,1651939451,83,-35.1667,173.1667,56.35,3.83
564,noumea,78,NC,1651939451,99,-22.2763,166.4572,75.99,10.11
565,lima,100,PE,1651938688,68,-12.0432,-77.0282,68.25,9.22
566,batagay-alyta,99,RU,1651939397,97,67.8006,130.4114,7.54,3.58
567,port augusta,0,AU,1651939452,56,-32.5,137.7667,53.15,3.78
568,bulgan,0,MN,1651939452,58,48.8125,103.5347,48.79,5.41
569,jiuquan,100,CN,1651939453,17,39.7432,98.5174,59.54,10.92
570,debre tabor,94,ET,1651939453,34,11.85,38.0167,69.37,7.25
571,ibra,0,OM,1651939453,32,22.6906,58.5334,87.15,15.59
